FIPS,NumBlds,BldsSFHA,BldsPctSFHA,Place,Policies,PctPolicies,PctDiff,Var1Class,Var2Class,VarClass
53035,109247,2066,1.891127445,KITSAP COUNTY WASHINGTON,860,0.787206971,-1.103920474,B,2,B2
28075,34504,2069,5.996406214,LAUDERDALE COUNTY MISSISSIPPI,487,1.411430559,-4.584975655,B,2,B2
36005,11212,2074,18.49803782,BRONX COUNTY NEW YORK,3069,27.37245808,8.874420261,A,2,A2
18167,37674,2079,5.518394649,VIGO COUNTY INDIANA,679,1.802303976,-3.716090673,B,2,B2
39053,21868,2084,9.529906713,GALLIA COUNTY OHIO,141,0.644777757,-8.885128956,C,2,C2
1103,62198,2087,3.355413357,MORGAN COUNTY ALABAMA,611,0.982346699,-2.373066658,B,2,B2
48085,236377,2098,0.887565203,COLLIN COUNTY TEXAS,1963,0.830453047,-0.057112156,B,2,B2
42077,98905,2101,2.124260654,LEHIGH COUNTY PENNSYLVANIA,551,0.557100248,-1.567160406,B,2,B2
39153,185418,2107,1.136351379,SUMMIT COUNTY OHIO,1014,0.546872472,-0.589478907,B,2,B2
29009,31156,2112,6.778790602,BARRY COUNTY MISSOURI,14,0.044935165,-6.733855437,C,2,C2
54033,35152,2119,6.028106509,HARRISON COUNTY WEST VIRGINIA,263,0.748179335,-5.279927174,C,2,C2
13139,70920,2127,2.999153976,HALL COUNTY GEORGIA,127,0.179075014,-2.820078962,B,2,B2
32003,237963,2128,0.89425667,CLARK COUNTY NEVADA,1667,0.700529074,-0.193727596,B,2,B2
39105,18032,2130,11.81233363,MEIGS COUNTY OHIO,174,0.964951198,-10.84738243,C,2,C2
28109,32741,2134,6.517821691,PEARL RIVER COUNTY MISSISSIPPI,830,2.535047799,-3.982773892,B,2,B2
48221,30914,2141,6.925664747,HOOD COUNTY TEXAS,519,1.678851006,-5.246813741,C,2,C2
5001,12179,2142,17.58765087,ARKANSAS COUNTY ARKANSAS,116,0.952459151,-16.63519172,C,2,C2
31153,54958,2144,3.901160886,SARPY COUNTY NEBRASKA,713,1.297354343,-2.603806543,B,2,B2
42095,105128,2148,2.043223499,NORTHAMPTON COUNTY PENNSYLVANIA,848,0.80663572,-1.236587779,B,2,B2
23017,40055,2156,5.382598926,OXFORD COUNTY MAINE,227,0.566720759,-4.815878167,B,2,B2
39157,52984,2157,4.071040314,TUSCARAWAS COUNTY OHIO,261,0.49260154,-3.578438774,B,2,B2
47187,73302,2161,2.948077815,WILLIAMSON COUNTY TENNESSEE,1699,2.317808518,-0.630269297,B,2,B2
18095,67847,2174,3.204268427,MADISON COUNTY INDIANA,294,0.433327929,-2.770940498,B,2,B2
48047,4648,2178,46.85886403,BROOKS COUNTY TEXAS,139,2.990533563,-43.86833047,C,2,C2
37177,2874,2187,76.0960334,TYRRELL COUNTY NORTH CAROLINA,489,17.01461378,-59.08141962,C,2,C2
8069,86823,2187,2.518917798,LARIMER COUNTY COLORADO,1135,1.307257294,-1.211660504,B,2,B2
12023,32872,2189,6.659162813,COLUMBIA COUNTY FLORIDA,690,2.099050864,-4.560111949,B,2,B2
17003,4655,2191,47.06766917,ALEXANDER COUNTY ILLINOIS,115,2.470461869,-44.5972073,C,2,C2
34015,99658,2204,2.211563547,GLOUCESTER COUNTY NEW JERSEY,901,0.904091995,-1.307471552,B,2,B2
48019,18198,2210,12.14419167,BANDERA COUNTY TEXAS,304,1.670513243,-10.47367843,C,2,C2
37053,17551,2213,12.60896815,CURRITUCK COUNTY NORTH CAROLINA,3671,20.91618711,8.307218962,A,2,A2
1117,81423,2214,2.719133414,SHELBY COUNTY ALABAMA,733,0.900237034,-1.81889638,B,2,B2
28067,38879,2216,5.699735075,JONES COUNTY MISSISSIPPI,277,0.712466884,-4.987268191,B,2,B2
51199,23346,2218,9.500556841,YORK COUNTY VIRGINIA,2944,12.61029727,3.109740426,B,2,B2
35041,13585,2219,16.33419212,ROOSEVELT COUNTY NEW MEXICO,311,2.289289658,-14.04490246,C,2,C2
10001,69096,2222,3.215815677,KENT COUNTY DELAWARE,917,1.327139053,-1.888676624,B,2,B2
40071,29883,2229,7.459090453,KAY COUNTY OKLAHOMA,143,0.478532945,-6.980557508,C,2,C2
41071,47039,2241,4.764131891,YAMHILL COUNTY OREGON,451,0.958778886,-3.805353005,B,2,B2
40017,57898,2241,3.870600021,CANADIAN COUNTY OKLAHOMA,301,0.519879789,-3.350720232,B,2,B2
48423,89771,2246,2.501921556,SMITH COUNTY TEXAS,560,0.623809471,-1.878112085,B,2,B2
51195,21366,2254,10.54947112,WISE COUNTY VIRGINIA,196,0.917345315,-9.632125805,C,2,C2
19113,84838,2266,2.670972913,LINN COUNTY IOWA,1572,1.852943257,-0.818029656,B,2,B2
17075,25442,2270,8.92225454,IROQUOIS COUNTY ILLINOIS,345,1.35602547,-7.56622907,C,2,C2
21013,13946,2274,16.30575075,BELL COUNTY KENTUCKY,318,2.28022372,-14.02552703,C,2,C2
40079,33971,2294,6.752818581,LE FLORE COUNTY OKLAHOMA,101,0.297312414,-6.455506167,C,2,C2
51185,27267,2296,8.420434958,TAZEWELL COUNTY VIRGINIA,215,0.788498918,-7.63193604,C,2,C2
48463,17401,2299,13.21188437,UVALDE COUNTY TEXAS,278,1.597609333,-11.61427504,C,2,C2
21133,13595,2309,16.98418536,LETCHER COUNTY KENTUCKY,156,1.147480691,-15.83670467,C,2,C2
47165,73481,2318,3.15455696,SUMNER COUNTY TENNESSEE,874,1.189423116,-1.965133844,B,2,B2
51027,13723,2320,16.90592436,BUCHANAN COUNTY VIRGINIA,183,1.333527654,-15.57239671,C,2,C2
48091,58562,2321,3.963320925,COMAL COUNTY TEXAS,2376,4.057238482,0.093917557,B,2,B2
39081,37792,2322,6.144157494,JEFFERSON COUNTY OHIO,180,0.476291279,-5.667866215,C,2,C2
48199,29913,2322,7.762511283,HARDIN COUNTY TEXAS,3310,11.06542306,3.302911777,B,2,B2
18081,61607,2323,3.77067541,JOHNSON COUNTY INDIANA,484,0.78562501,-2.9850504,B,2,B2
48473,23696,2323,9.803342336,WALLER COUNTY TEXAS,2182,9.208305199,-0.595037137,B,2,B2
16055,55367,2327,4.202864522,KOOTENAI COUNTY IDAHO,247,0.446114111,-3.756750411,B,2,B2
47019,28413,2331,8.203991131,CARTER COUNTY TENNESSEE,265,0.932671664,-7.271319467,C,2,C2
39013,39323,2338,5.945629784,BELMONT COUNTY OHIO,247,0.628131119,-5.317498665,C,2,C2
48363,23454,2343,9.989767204,PALO PINTO COUNTY TEXAS,146,0.622495097,-9.367272107,C,2,C2
32005,23393,2344,10.02009148,DOUGLAS COUNTY NEVADA,890,3.804556919,-6.215534561,C,2,C2
28089,40696,2352,5.779437783,MADISON COUNTY MISSISSIPPI,968,2.378612149,-3.400825634,B,2,B2
17089,138919,2359,1.698111849,KANE COUNTY ILLINOIS,1133,0.815583182,-0.882528667,B,2,B2
13237,14764,2371,16.05933351,PUTNAM COUNTY GEORGIA,82,0.555405039,-15.50392847,C,2,C2
21193,16132,2381,14.75948425,PERRY COUNTY KENTUCKY,216,1.338953633,-13.42053062,C,2,C2
18057,106971,2389,2.233315572,HAMILTON COUNTY INDIANA,660,0.616989651,-1.616325921,B,2,B2
8043,27498,2396,8.713360972,FREMONT COUNTY COLORADO,226,0.821877955,-7.891483017,C,2,C2
40051,36516,2401,6.575199912,GRADY COUNTY OKLAHOMA,150,0.410778837,-6.164421075,C,2,C2
35039,31144,2410,7.738248138,RIO ARRIBA COUNTY NEW MEXICO,139,0.446313897,-7.291934241,C,2,C2
31111,20601,2414,11.71787777,LINCOLN COUNTY NEBRASKA,173,0.83976506,-10.87811271,C,2,C2
17091,47746,2419,5.066392996,KANKAKEE COUNTY ILLINOIS,415,0.869182759,-4.197210237,B,2,B2
26075,75832,2420,3.191264901,JACKSON COUNTY MICHIGAN,159,0.209674016,-2.981590885,B,2,B2
39063,39977,2425,6.065987943,HANCOCK COUNTY OHIO,583,1.458338545,-4.607649398,B,2,B2
35045,53925,2427,4.50069541,SAN JUAN COUNTY NEW MEXICO,178,0.330088085,-4.170607325,B,2,B2
48367,69939,2443,3.493043938,PARKER COUNTY TEXAS,511,0.730636698,-2.76240724,B,2,B2
54103,11100,2444,22.01801802,WETZEL COUNTY WEST VIRGINIA,181,1.630630631,-20.38738739,C,2,C2
13179,18640,2449,13.13841202,LIBERTY COUNTY GEORGIA,1727,9.265021459,-3.873390561,B,2,B2
42033,50698,2450,4.832537773,CLEARFIELD COUNTY PENNSYLVANIA,282,0.55623496,-4.276302813,B,2,B2
39145,37883,2454,6.477839664,SCIOTO COUNTY OHIO,291,0.768154581,-5.709685083,C,2,C2
51165,48728,2468,5.064849778,ROCKINGHAM COUNTY VIRGINIA,375,0.769578066,-4.295271712,B,2,B2
45029,21647,2483,11.4704116,COLLETON COUNTY SOUTH CAROLINA,1909,8.818773964,-2.651637636,B,2,B2
5143,83803,2483,2.962901089,WASHINGTON COUNTY ARKANSAS,785,0.936720642,-2.026180447,B,2,B2
37021,99273,2489,2.507227544,BUNCOMBE COUNTY NORTH CAROLINA,1022,1.029484351,-1.477743193,B,2,B2
54109,14016,2490,17.76541096,WYOMING COUNTY WEST VIRGINIA,275,1.962043379,-15.80336758,C,2,C2
5085,32521,2494,7.668890871,LONOKE COUNTY ARKANSAS,248,0.762584176,-6.906306695,C,2,C2
44003,61614,2494,4.047781348,KENT COUNTY RHODE ISLAND,1387,2.25111176,-1.796669588,B,2,B2
53067,113957,2498,2.192054898,THURSTON COUNTY WASHINGTON,774,0.679203559,-1.512851339,B,2,B2
1115,45736,2501,5.468340038,ST. CLAIR COUNTY ALABAMA,417,0.911754417,-4.556585621,B,2,B2
41007,23947,2505,10.46060049,CLATSOP COUNTY OREGON,1743,7.278573517,-3.182026973,B,2,B2
6031,33913,2517,7.421932592,KINGS COUNTY CALIFORNIA,289,0.85218058,-6.569752012,C,2,C2
48373,26886,2518,9.365469017,POLK COUNTY TEXAS,628,2.335788143,-7.029680874,C,2,C2
42105,17100,2520,14.73684211,POTTER COUNTY PENNSYLVANIA,159,0.929824561,-13.80701755,C,2,C2
47093,162031,2527,1.559578105,KNOX COUNTY TENNESSEE,1051,0.648641309,-0.910936796,B,2,B2
42087,25190,2535,10.06351727,MIFFLIN COUNTY PENNSYLVANIA,314,1.246526399,-8.816990871,C,2,C2
28083,12379,2543,20.54285483,LEFLORE COUNTY MISSISSIPPI,697,5.630503272,-14.91235156,C,2,C2
31121,9024,2546,28.21365248,MERRICK COUNTY NEBRASKA,68,0.753546099,-27.46010638,C,2,C2
30029,53974,2547,4.718938748,FLATHEAD COUNTY MONTANA,521,0.965279579,-3.753659169,B,2,B2
42045,133722,2551,1.907689086,DELAWARE COUNTY PENNSYLVANIA,2269,1.696803817,-0.210885269,B,2,B2
4027,43905,2564,5.839881562,YUMA COUNTY ARIZONA,452,1.029495502,-4.81038606,B,2,B2
34035,92323,2577,2.791287112,SOMERSET COUNTY NEW JERSEY,2130,2.307117403,-0.484169709,B,2,B2
42027,53307,2583,4.845517474,CENTRE COUNTY PENNSYLVANIA,304,0.570281577,-4.275235897,B,2,B2
39165,86577,2584,2.984626402,WARREN COUNTY OHIO,584,0.674544047,-2.310082355,B,2,B2
13245,69624,2586,3.71423647,RICHMOND COUNTY GEORGIA,786,1.128921062,-2.585315408,B,2,B2
5145,42274,2599,6.147986942,WHITE COUNTY ARKANSAS,225,0.53224204,-5.615744902,C,2,C2
40031,51996,2601,5.00230787,COMANCHE COUNTY OKLAHOMA,612,1.177013616,-3.825294254,B,2,B2
26125,294297,2602,0.884140851,OAKLAND COUNTY MICHIGAN,1420,0.482505768,-0.401635083,B,2,B2
48265,31244,2603,8.33119959,KERR COUNTY TEXAS,539,1.725131225,-6.606068365,C,2,C2
37183,267902,2608,0.973490306,WAKE COUNTY NORTH CAROLINA,3719,1.38819419,0.414703884,B,2,B2
39043,40169,2618,6.517463716,ERIE COUNTY OHIO,552,1.37419403,-5.143269686,C,2,C2
40115,20256,2619,12.92950237,OTTAWA COUNTY OKLAHOMA,314,1.550157978,-11.37934439,C,2,C2
45073,47539,2621,5.513367972,OCONEE COUNTY SOUTH CAROLINA,77,0.161972275,-5.351395697,C,2,C2
33011,123811,2621,2.116936298,HILLSBOROUGH COUNTY NEW HAMPSHIRE,1025,0.827874745,-1.289061553,B,2,B2
42111,50592,2626,5.19054396,SOMERSET COUNTY PENNSYLVANIA,347,0.68587919,-4.50466477,B,2,B2
6115,32065,2627,8.19273351,YUBA COUNTY CALIFORNIA,2124,6.624044909,-1.568688601,B,2,B2
48251,77255,2628,3.401721571,JOHNSON COUNTY TEXAS,612,0.792181736,-2.609539835,B,2,B2
20155,29277,2630,8.983160843,RENO COUNTY KANSAS,224,0.765105714,-8.218055129,C,2,C2
5045,47854,2636,5.508421449,FAULKNER COUNTY ARKANSAS,555,1.159777657,-4.348643792,B,2,B2
51073,20321,2662,13.09974903,GLOUCESTER COUNTY VIRGINIA,1397,6.87466168,-6.22508735,C,2,C2
36017,35541,2679,7.537773276,CHENANGO COUNTY NEW YORK,491,1.381503053,-6.156270223,C,2,C2
41011,39576,2682,6.776834445,COOS COUNTY OREGON,365,0.922276127,-5.854558318,C,2,C2
18085,48062,2724,5.667679248,KOSCIUSKO COUNTY INDIANA,496,1.032000333,-4.635678915,B,2,B2
54081,40174,2729,6.792950665,RALEIGH COUNTY WEST VIRGINIA,145,0.360929955,-6.43202071,C,2,C2
24003,157260,2732,1.737250413,ANNE ARUNDEL COUNTY MARYLAND,5441,3.459875366,1.722624953,B,2,B2
37119,275545,2733,0.99185251,MECKLENBURG COUNTY NORTH CAROLINA,3252,1.1802065,0.18835399,B,2,B2
6021,18299,2735,14.94617192,GLENN COUNTY CALIFORNIA,439,2.399038199,-12.54713372,C,2,C2
48451,48630,2737,5.628213037,TOM GREEN COUNTY TEXAS,460,0.945918158,-4.682294879,B,2,B2
40027,97590,2739,2.806640025,CLEVELAND COUNTY OKLAHOMA,769,0.787990573,-2.018649452,B,2,B2
39017,115288,2741,2.377524114,BUTLER COUNTY OHIO,780,0.676566512,-1.700957602,B,2,B2
45079,126055,2741,2.174447662,RICHLAND COUNTY SOUTH CAROLINA,2411,1.912657173,-0.261790489,B,2,B2
54055,33812,2748,8.127292086,MERCER COUNTY WEST VIRGINIA,196,0.579675855,-7.547616231,C,2,C2
48427,21083,2768,13.12906133,STARR COUNTY TEXAS,166,0.787364227,-12.3416971,C,2,C2
44001,18702,2770,14.81125013,BRISTOL COUNTY RHODE ISLAND,1702,9.100630949,-5.710619181,C,2,C2
42133,163787,2777,1.695494758,YORK COUNTY PENNSYLVANIA,989,0.603833027,-1.091661731,B,2,B2
48491,147813,2778,1.879401676,WILLIAMSON COUNTY TEXAS,2447,1.655470087,-0.223931589,B,2,B2
36107,28939,2779,9.602957946,TIOGA COUNTY NEW YORK,768,2.653858115,-6.949099831,C,2,C2
33009,49171,2783,5.65984015,GRAFTON COUNTY NEW HAMPSHIRE,676,1.374794086,-4.285046064,B,2,B2
42029,165287,2784,1.684342991,CHESTER COUNTY PENNSYLVANIA,1346,0.814341116,-0.870001875,B,2,B2
48209,65435,2794,4.269886147,HAYS COUNTY TEXAS,2168,3.313211584,-0.956674563,B,2,B2
1019,20145,2806,13.92901464,CHEROKEE COUNTY ALABAMA,205,1.017622239,-12.9113924,C,2,C2
42041,90232,2806,3.109761504,CUMBERLAND COUNTY PENNSYLVANIA,739,0.818999911,-2.290761593,B,2,B2
42011,135452,2806,2.071582553,BERKS COUNTY PENNSYLVANIA,907,0.669609899,-1.401972654,B,2,B2
37191,62992,2816,4.470408941,WAYNE COUNTY NORTH CAROLINA,1171,1.858966218,-2.611442723,B,2,B2
26063,33838,2823,8.342691648,HURON COUNTY MICHIGAN,232,0.685619717,-7.657071931,C,2,C2
48027,115990,2827,2.437279076,BELL COUNTY TEXAS,1050,0.905250453,-1.532028623,B,2,B2
35015,31373,2844,9.065119689,EDDY COUNTY NEW MEXICO,322,1.026360246,-8.038759443,C,2,C2
4017,44671,2847,6.373262295,NAVAJO COUNTY ARIZONA,418,0.935730116,-5.437532179,C,2,C2
39045,71343,2857,4.004597508,FAIRFIELD COUNTY OHIO,510,0.714856398,-3.28974111,B,2,B2
42009,36960,2861,7.740800866,BEDFORD COUNTY PENNSYLVANIA,319,0.863095238,-6.877705628,C,2,C2
45063,119748,2866,2.393359388,LEXINGTON COUNTY SOUTH CAROLINA,1522,1.271002438,-1.12235695,B,2,B2
34007,127686,2870,2.247701392,CAMDEN COUNTY NEW JERSEY,1567,1.227229297,-1.020472095,B,2,B2
5007,94495,2878,3.045663792,BENTON COUNTY ARKANSAS,616,0.651886343,-2.393777449,B,2,B2
13121,214345,2899,1.352492477,FULTON COUNTY GEORGIA,3750,1.749515967,0.39702349,B,2,B2
31079,26292,2908,11.0603986,HALL COUNTY NEBRASKA,97,0.368933516,-10.69146508,C,2,C2
4023,16604,2923,17.60419176,SANTA CRUZ COUNTY ARIZONA,438,2.637918574,-14.96627319,C,2,C2
27053,258811,2935,1.13403217,HENNEPIN COUNTY MINNESOTA,1151,0.444726074,-0.689306096,B,2,B2
36025,37980,2944,7.751448131,DELAWARE COUNTY NEW YORK,719,1.893101632,-5.858346499,C,2,C2
49035,171302,2947,1.720353528,SALT LAKE COUNTY UTAH,1081,0.631049258,-1.08930427,B,2,B2
54079,29918,2951,9.863627248,PUTNAM COUNTY WEST VIRGINIA,372,1.243398623,-8.620228625,C,2,C2
51115,7882,2957,37.51585892,MATHEWS COUNTY VIRGINIA,1176,14.92007105,-22.59578787,C,2,C2
42021,73082,2975,4.07076982,CAMBRIA COUNTY PENNSYLVANIA,583,0.797734052,-3.273035768,B,2,B2
41033,50556,2979,5.892475671,JOSEPHINE COUNTY OREGON,526,1.040430414,-4.852045257,B,2,B2
4007,34043,2980,8.753635109,GILA COUNTY ARIZONA,324,0.951737508,-7.801897601,C,2,C2
44005,37561,2986,7.949735098,NEWPORT COUNTY RHODE ISLAND,2037,5.423178297,-2.526556801,B,2,B2
1047,21375,2989,13.98362573,DALLAS COUNTY ALABAMA,273,1.277192982,-12.70643275,C,2,C2
1125,79819,3011,3.772284794,TUSCALOOSA COUNTY ALABAMA,810,1.014795976,-2.757488818,B,2,B2
39087,31974,3021,9.448301745,LAWRENCE COUNTY OHIO,370,1.157190217,-8.291111528,C,2,C2
8059,172074,3023,1.756802306,JEFFERSON COUNTY COLORADO,1491,0.866487674,-0.890314632,B,2,B2
41009,30512,3033,9.940351337,COLUMBIA COUNTY OREGON,606,1.986103828,-7.954247509,C,2,C2
26065,85721,3036,3.541722565,INGHAM COUNTY MICHIGAN,732,0.853933109,-2.687789456,B,2,B2
54069,17436,3041,17.44092682,OHIO COUNTY WEST VIRGINIA,512,2.936453315,-14.50447351,C,2,C2
40049,21920,3049,13.90967153,GARVIN COUNTY OKLAHOMA,122,0.556569343,-13.35310219,C,2,C2
35043,57446,3052,5.312815514,SANDOVAL COUNTY NEW MEXICO,647,1.126275111,-4.186540403,B,2,B2
39089,86798,3052,3.516210051,LICKING COUNTY OHIO,497,0.572593839,-2.943616212,B,2,B2
42037,37098,3074,8.286160979,COLUMBIA COUNTY PENNSYLVANIA,664,1.7898539,-6.496307079,C,2,C2
19013,62506,3079,4.925927111,BLACK HAWK COUNTY IOWA,593,0.948708924,-3.977218187,B,2,B2
53029,43795,3083,7.039616395,ISLAND COUNTY WASHINGTON,896,2.04589565,-4.993720745,B,2,B2
47155,56652,3089,5.452587729,SEVIER COUNTY TENNESSEE,1199,2.116430135,-3.336157594,B,2,B2
42097,44333,3091,6.972232874,NORTHUMBERLAND COUNTY PENNSYLVANIA,573,1.292490921,-5.679741953,C,2,C2
6045,53684,3108,5.789434468,MENDOCINO COUNTY CALIFORNIA,506,0.942552716,-4.846881752,B,2,B2
47149,98943,3113,3.146255925,RUTHERFORD COUNTY TENNESSEE,1431,1.446287256,-1.699968669,B,2,B2
5069,29766,3117,10.4716791,JEFFERSON COUNTY ARKANSAS,319,1.071692535,-9.399986565,C,2,C2
12075,24896,3144,12.6285347,LEVY COUNTY FLORIDA,883,3.546754499,-9.081780201,C,2,C2
29095,201146,3146,1.564038062,JACKSON COUNTY MISSOURI,909,0.451910553,-1.112127509,B,2,B2
36111,75894,3147,4.146572852,ULSTER COUNTY NEW YORK,1104,1.454660447,-2.691912405,B,2,B2
42039,58670,3148,5.365604227,CRAWFORD COUNTY PENNSYLVANIA,379,0.645986024,-4.719618203,B,2,B2
37133,72569,3162,4.357232427,ONSLOW COUNTY NORTH CAROLINA,5211,7.180752112,2.823519685,B,2,B2
54047,13108,3169,24.17607568,MCDOWELL COUNTY WEST VIRGINIA,151,1.151968264,-23.02410742,C,2,C2
37147,63960,3180,4.971857411,PITT COUNTY NORTH CAROLINA,1798,2.811131957,-2.160725454,B,2,B2
54059,12720,3188,25.06289308,MINGO COUNTY WEST VIRGINIA,312,2.452830189,-22.61006289,C,2,C2
1015,60881,3201,5.257797999,CALHOUN COUNTY ALABAMA,448,0.735861763,-4.521936236,B,2,B2
41005,142247,3203,2.251717084,CLACKAMAS COUNTY OREGON,1634,1.148706124,-1.10301096,B,2,B2
37087,37128,3209,8.643072614,HAYWOOD COUNTY NORTH CAROLINA,677,1.823421676,-6.819650938,C,2,C2
22117,30536,3217,10.5351061,WASHINGTON PARISH LOUISIANA,674,2.20723081,-8.32787529,C,2,C2
55139,73134,3229,4.415183089,WINNEBAGO COUNTY WISCONSIN,508,0.694615364,-3.720567725,B,2,B2
6093,34570,3233,9.35203934,SISKIYOU COUNTY CALIFORNIA,265,0.766560602,-8.585478738,C,2,C2
34017,22285,3243,14.5523895,HUDSON COUNTY NEW JERSEY,23513,105.510433,90.95804353,A,2,A2
16027,59983,3245,5.409866129,CANYON COUNTY IDAHO,443,0.738542587,-4.671323542,B,2,B2
13067,212898,3257,1.529840581,COBB COUNTY GEORGIA,2775,1.303441084,-0.226399497,B,2,B2
20177,71498,3258,4.556770819,SHAWNEE COUNTY KANSAS,953,1.332904417,-3.223866402,B,2,B2
36047,14830,3267,22.02966959,KINGS COUNTY NEW YORK,17648,119.0020229,96.97235334,A,2,A2
22039,20605,3282,15.92817277,EVANGELINE PARISH LOUISIANA,644,3.125454987,-12.80271778,C,2,C2
17043,231287,3290,1.422475107,DU PAGE COUNTY ILLINOIS,3682,1.591961502,0.169486395,B,2,B2
40041,28950,3294,11.37823834,DELAWARE COUNTY OKLAHOMA,163,0.563039724,-10.81519862,C,2,C2
16079,10834,3295,30.41351301,SHOSHONE COUNTY IDAHO,443,4.08897914,-26.32453387,C,2,C2
28035,34701,3336,9.613555805,FORREST COUNTY MISSISSIPPI,700,2.017232933,-7.596322872,C,2,C2
10003,137443,3344,2.433008593,NEW CASTLE COUNTY DELAWARE,2806,2.041573598,-0.391434995,B,2,B2
19155,48799,3359,6.883337773,POTTAWATTAMIE COUNTY IOWA,757,1.551261296,-5.332076477,C,2,C2
6055,53714,3364,6.26279927,NAPA COUNTY CALIFORNIA,1428,2.658524779,-3.604274491,B,2,B2
55039,59031,3377,5.72072301,FOND DU LAC COUNTY WISCONSIN,430,0.728430824,-4.992292186,B,2,B2
42071,190685,3381,1.77308126,LANCASTER COUNTY PENNSYLVANIA,997,0.522851824,-1.250229436,B,2,B2
36071,111885,3415,3.05224114,ORANGE COUNTY NEW YORK,1630,1.456853019,-1.595388121,B,2,B2
37139,19640,3431,17.4694501,PASQUOTANK COUNTY NORTH CAROLINA,2023,10.30040733,-7.169042768,C,2,C2
12073,87496,3460,3.95446649,LEON COUNTY FLORIDA,2790,3.188717199,-0.765749291,B,2,B2
54011,41907,3461,8.258763452,CABELL COUNTY WEST VIRGINIA,428,1.021309089,-7.237454363,C,2,C2
38099,13904,3468,24.9424626,WALSH COUNTY NORTH DAKOTA,293,2.10730725,-22.83515535,C,2,C2
36063,88198,3484,3.950202952,NIAGARA COUNTY NEW YORK,607,0.688224223,-3.261978729,B,2,B2
21029,39683,3489,8.792178011,BULLITT COUNTY KENTUCKY,702,1.769019479,-7.023158532,C,2,C2
41003,36159,3492,9.657346719,BENTON COUNTY OREGON,699,1.933128682,-7.724218037,C,2,C2
48325,29417,3501,11.90128157,MEDINA COUNTY TEXAS,419,1.424346466,-10.4769351,C,2,C2
5055,24157,3507,14.51753115,GREENE COUNTY ARKANSAS,443,1.833836983,-12.68369417,C,2,C2
13095,32532,3520,10.82011558,DOUGHERTY COUNTY GEORGIA,1157,3.556498217,-7.263617363,C,2,C2
12123,12385,3527,28.47799758,TAYLOR COUNTY FLORIDA,584,4.71538151,-23.76261607,C,2,C2
48299,20977,3530,16.82795443,LLANO COUNTY TEXAS,1143,5.448824903,-11.37912953,C,2,C2
13089,183603,3546,1.931340991,DEKALB COUNTY GEORGIA,3053,1.66282686,-0.268514131,B,2,B2
42035,22368,3547,15.85747496,CLINTON COUNTY PENNSYLVANIA,382,1.707796853,-14.14967811,C,2,C2
1121,44191,3547,8.026521237,TALLADEGA COUNTY ALABAMA,497,1.124663393,-6.901857844,C,2,C2
6099,90949,3558,3.912082596,STANISLAUS COUNTY CALIFORNIA,875,0.962077648,-2.950004948,B,2,B2
48121,215817,3617,1.675956945,DENTON COUNTY TEXAS,2225,1.03096605,-0.644990895,B,2,B2
39009,29762,3625,12.17996102,ATHENS COUNTY OHIO,280,0.940796989,-11.23916403,C,2,C2
24019,20152,3627,17.99821358,DORCHESTER COUNTY MARYLAND,1462,7.254863041,-10.74335054,C,2,C2
18089,184587,3654,1.979554356,LAKE COUNTY INDIANA,1205,0.652808703,-1.326745653,B,2,B2
21095,14231,3659,25.71147495,HARLAN COUNTY KENTUCKY,321,2.255639098,-23.45583585,C,2,C2
54005,10341,3663,35.42210618,BOONE COUNTY WEST VIRGINIA,264,2.552944589,-32.86916159,C,2,C2
17201,124753,3669,2.941011439,WINNEBAGO COUNTY ILLINOIS,745,0.597180028,-2.343831411,B,2,B2
35025,31584,3692,11.68946302,LEA COUNTY NEW MEXICO,923,2.922365755,-8.767097265,C,2,C2
19163,61711,3724,6.034580545,SCOTT COUNTY IOWA,780,1.263956183,-4.770624362,B,2,B2
48485,53832,3756,6.977262595,WICHITA COUNTY TEXAS,867,1.610566206,-5.366696389,C,2,C2
12029,9342,3768,40.33397559,DIXIE COUNTY FLORIDA,444,4.752729608,-35.58124598,C,2,C2
12089,35706,3806,10.65927295,NASSAU COUNTY FLORIDA,9960,27.89447152,17.23519857,A,2,A2
42091,228188,3857,1.690272933,MONTGOMERY COUNTY PENNSYLVANIA,3536,1.549599453,-0.14067348,B,2,B2
12045,9446,3865,40.91679018,GULF COUNTY FLORIDA,1595,16.88545416,-24.03133602,C,2,C2
41041,32735,3868,11.81609898,LINCOLN COUNTY OREGON,1929,5.892775317,-5.923323663,C,2,C2
39167,40066,3871,9.661558429,WASHINGTON COUNTY OHIO,570,1.422652623,-8.238905806,C,2,C2
48213,49122,3871,7.880379463,HENDERSON COUNTY TEXAS,278,0.565937869,-7.314441594,C,2,C2
22053,19359,3873,20.00619867,JEFFERSON DAVIS PARISH LOUISIANA,1077,5.56330389,-14.44289478,C,2,C2
36027,102805,3876,3.770244638,DUTCHESS COUNTY NEW YORK,1316,1.280093381,-2.490151257,B,2,B2
18003,132110,3900,2.952085383,ALLEN COUNTY INDIANA,705,0.533646204,-2.418439179,B,2,B2
48053,32507,3903,12.00664472,BURNET COUNTY TEXAS,1281,3.940689698,-8.065955022,C,2,C2
41051,92598,3921,4.234432709,MULTNOMAH COUNTY OREGON,2987,3.225771615,-1.008661094,B,2,B2
48309,98715,3936,3.987235982,MCLENNAN COUNTY TEXAS,809,0.819530973,-3.167705009,B,2,B2
